ID,Year,JT,Age,OR_cal,IW_cal
TS_22,16,64,72,472.734266,13.17900278
TS_22,16,64,73,485.9132688,14.80855954
TS_22,16,64,74,500.7218283,11.14055632
TS_22,16,64,75,511.8623846,12.44225106
TS_22,16,64,76,524.3046357,13.79946477
TS_22,16,64,77,538.1041005,11.53519115
TS_22,16,64,78,549.6392916,14.15058474
TS_22,16,64,79,563.7898764,13.83622733
TS_22,16,64,80,577.6261037,14.16408935
TS_22,16,64,81,591.7901931,11.95383419
TS_22,16,64,82,603.7440272,13.53537454
TS_22,16,64,83,617.2794018,11.93882906
TS_22,16,64,84,629.2182308,14.63374982
TS_22,16,64,85,643.8519807,11.76927113
TS_22,16,64,86,655.6212518,10.75867585
TS_22,16,64,87,666.3799276,12.16090494
TS_22,16,64,88,678.5408326,13.80396631
TS_22,16,64,89,692.3447989,11.09028915
TS_22,16,64,90,703.435088,14.82881646
TS_22,16,64,91,718.2639045,13.16099663
TS_22,16,64,92,731.4249011,11.10004248
TS_22,16,64,93,742.5249436,10.09544925
TS_22,16,64,94,752.6203929,9.184638055
TS_22,16,64,95,761.8050309,12.07537571
TS_22,16,64,96,773.8804066,10.66039227
TS_22,16,64,97,784.5407989,13.34781046
TS_22,16,64,98,797.8886093,14.03054372
TS_22,16,64,99,811.9191531,12.92016435
TS_22,16,64,100,824.8393174,13.94051296
TS_22,16,64,101,838.7798304,11.83304292
TS_22,16,64,102,850.6128733,12.03111059
TS_22,16,64,103,862.6439839,13.36206533
TS_22,16,64,104,876.0060492,14.95485953
TS_22,16,64,105,890.9609087,16.66019218
TS_22,16,64,106,907.6211009,15.63984356
TS_22,16,64,107,923.2609445,13.61790274
TS_22,16,64,108,936.8788472,13.34630995
TS_22,16,64,109,950.2251572,13.13548792
TS_22,16,64,110,963.3606451,11.68449216
TS_22,16,64,111,975.0451372,11.78952805
TS_22,16,64,112,986.8346653,12.47901362
TS_22,16,64,113,999.3136789,14.08156115
TS_22,16,64,114,1013.39524,12.78061667
TS_22,16,64,115,1026.175857,10.14271539
TS_22,16,64,116,1036.318572,10.51409228
TS_22,16,64,117,1046.832664,9.169632928
TS_22,16,64,118,1056.002297,13.74544632
TS_22,16,64,119,1069.747744,13.71918734
TS_22,16,64,120,1083.466931,13.47835506
TS_22,16,64,121,1096.945286,"""NA"""
TS_23,14,48,1,11.44215937,1.260430643
TS_23,14,48,2,12.70259001,1.088621942
TS_23,14,48,3,13.79121195,1.550029588
TS_23,14,51,4,15.34124154,1.411982423
TS_23,14,51,5,16.75322396,1.481006006
TS_23,14,51,6,18.23422997,1.226669108
TS_23,14,51,7,19.46089908,1.256679361
TS_23,14,51,8,20.71757844,1.01134554
TS_23,14,51,9,21.72892398,1.339207558
TS_23,14,51,10,23.06813154,1.215415263
TS_23,14,51,11,24.2835468,1.769104438
TS_23,14,51,12,26.05265124,2.44433514
TS_23,14,51,13,28.49698638,2.777448953
TS_23,14,51,14,31.27443533,2.94175509
TS_23,14,51,15,34.21619042,2.838219716
TS_23,14,51,16,37.05441014,3.151076608
TS_23,14,51,17,40.20548674,3.47818837
TS_23,14,51,18,43.68367511,3.578722719
TS_23,14,51,19,47.26239783,4.358239051
TS_23,14,51,20,51.62063688,4.249451882
TS_23,14,51,21,55.87008877,4.223192911
TS_23,14,51,22,60.09328168,4.264457009
TS_23,14,51,23,64.35773868,5.366583565
TS_23,14,51,24,69.72432225,4.886419511
TS_23,14,51,25,74.61074176,6.377929105
TS_23,14,51,26,80.98867087,5.085987696
TS_23,14,51,27,86.07465856,5.401845613
TS_23,14,51,28,91.47650417,5.152010253
TS_23,14,51,29,96.62851443,5.67268815
TS_23,14,51,30,102.3012026,5.34107485
TS_23,14,51,31,107.6422774,5.915020946
TS_23,14,51,32,113.5572984,6.619511645
TS_23,14,51,33,120.17681,7.020148528
TS_23,14,51,34,127.1969585,6.486716274
TS_23,14,51,35,133.6836748,6.952625458
TS_23,14,51,36,140.6363003,7.459048484
TS_23,14,51,37,148.0953488,7.298493628
TS_23,14,51,38,155.3938424,7.419284898
TS_23,14,51,39,162.8131273,7.581340267
TS_23,14,51,40,170.3944676,6.953375714
TS_23,14,51,41,177.3478433,10.41430819
TS_23,14,51,42,187.7621515,7.429038231
TS_23,14,51,43,195.1911897,7.703632049
TS_23,14,51,44,202.8948217,8.011237147
TS_23,14,51,45,210.9060589,8.356355061
TS_23,14,51,46,219.2624139,11.05352659
TS_23,14,51,47,230.3159405,8.396868903
TS_23,14,51,48,238.7128094,9.078101655
TS_23,14,51,49,247.7909111,9.636292369
TS_23,14,51,50,257.4272035,11.43315629
TS_23,14,51,51,268.8603597,13.80771759
TS_23,14,51,52,282.6680773,12.99819101
TS_23,14,51,53,295.6662683,15.98421122
TS_23,14,51,54,311.6504796,13.02294947
TS_23,14,51,55,324.673429,18.49231815
TS_23,14,51,56,343.1657472,13.00944485
TS_23,14,51,57,356.175192,14.54071803
TS_23,14,51,58,370.7159101,14.53921752
TS_23,14,51,59,385.2551276,14.28713139
TS_23,14,51,60,399.542259,15.04263952
TS_23,14,51,61,414.5848985,16.14326556
TS_23,14,51,62,430.7281641,11.85855163
TS_23,14,51,63,442.5867157,14.66751135
TS_23,14,51,64,457.254227,13.75745042
TS_23,14,51,65,471.0116775,14.6495052
TS_23,14,51,66,485.6611827,15.02838465
TS_23,14,51,67,500.6895673,15.8334097
TS_23,14,51,68,516.522977,13.65616581
TS_23,14,51,69,530.1791428,14.26237293
TS_23,14,51,70,544.4415157,14.25937191
TS_23,14,51,71,558.7008877,14.46119086
TS_23,14,51,72,573.1620785,16.87101421
TS_23,14,51,73,590.0330927,16.30156965
TS_23,14,51,74,606.3346624,14.22636063
TS_23,14,51,75,620.561023,16.23479684
TS_23,14,51,76,636.7958198,15.49879537
TS_23,14,51,77,652.2946152,15.89943225
TS_23,14,51,78,668.1940475,14.25937191
TS_23,14,51,79,682.4534194,16.54315219
TS_23,14,51,80,698.9965716,14.9105944
TS_23,14,51,81,713.907166,14.91134466
TS_23,14,51,82,728.8185106,16.22054197
TS_23,14,51,83,745.0390526,13.9037504
TS_23,14,51,84,758.942803,14.27212626
TS_23,14,51,85,773.2149293,13.87073912
TS_23,14,51,86,787.0856684,12.89540589
TS_23,14,51,87,799.9810743,13.66741966
TS_23,14,51,88,813.6484939,14.47544573
TS_23,14,51,89,828.1239397,15.31348206
TS_23,14,51,90,843.4374217,15.3127318
TS_23,14,51,91,858.7501535,16.62342962
TS_23,14,51,92,875.3735831,13.53462429
TS_23,14,51,93,888.9082074,18.53883404
TS_23,14,51,94,907.4470415,12.02135726
TS_23,14,51,95,919.4683987,16.18753069
TS_23,14,51,96,935.6559294,14.57522982
TS_23,14,51,97,950.2311592,13.9037504
TS_23,14,51,98,964.1349096,13.53387403
TS_23,14,51,99,977.6687837,11.78802754
TS_23,14,51,100,989.4568112,10.35578819
TS_23,14,51,101,999.8125994,13.66441863
TS_23,14,51,102,1013.477018,12.74835565
TS_23,14,51,103,1026.225374,12.69733822
TS_23,14,51,104,1038.922712,11.38213886
TS_23,14,51,105,1050.304851,14.94660671
TS_23,14,51,106,1065.251457,14.61424315
TS_23,14,51,107,1079.865701,15.29022411
TS_23,14,51,108,1095.155925,14.21435653
TS_23,14,51,109,1109.370281,14.89108774
TS_23,14,51,110,1124.261369,15.26846668
TS_23,14,51,111,1139.529836,16.43211425
TS_23,14,51,112,1155.96195,19.79101186
TS_23,14,51,113,1175.752962,18.82618222
TS_23,14,51,114,1194.579144,16.28206299
TS_23,14,51,115,1210.861207,18.36702534
TS_23,14,51,116,1229.228232,12.00935316
TS_23,14,51,117,1241.237585,14.73578468
TS_23,14,51,118,1255.97337,12.74760539
TS_23,14,51,119,1268.720976,12.40473825
TS_23,14,51,120,1281.125714,13.46635096
TS_23,14,51,121,1294.592065,12.76486129
TS_23,14,51,122,1307.356926,10.61987842
TS_23,14,51,123,1317.976804,11.783526
TS_23,14,51,124,1329.76033,11.92007265
TS_23,14,51,125,1341.680403,9.919889263
TS_23,14,51,126,1351.600292,11.60196397
TS_23,14,51,127,1363.202256,"""NA"""
TS_24,19,61,1,11.85630086,1.080369123
TS_24,19,61,2,12.93666999,0.803524535
TS_24,19,61,3,13.74019452,1.131386553
TS_24,19,61,4,14.87158108,0.89055427
TS_24,19,61,5,15.76213534,0.742753772
TS_24,19,61,6,16.50488912,0.819279918
TS_24,19,61,7,17.32416903,0.660975831
TS_24,19,61,8,17.98514487,0.70824198
TS_24,19,61,9,18.69338685,0.860544016
TS_24,19,61,10,19.55393086,1.083370148
TS_24,19,61,11,20.63730101,1.062362971
TS_24,19,61,12,21.69966398,1.291941409
TS_24,19,61,13,22.99160539,1.715085982
TS_24,19,61,14,24.70669137,1.613051121
TS_24,19,61,15,26.31974249,2.098466969
TS_24,19,61,16,28.41820946,1.830625458
TS_24,19,61,17,30.24883492,2.197500806
TS_24,19,61,18,32.44633573,2.741436649
TS_24,19,61,19,35.18777237,2.057953127
TS_24,19,61,20,37.2457255,3.419668376
TS_24,19,61,21,40.66539388,2.673913578
TS_24,19,61,22,43.33930746,3.384406328
TS_24,19,61,23,46.72371378,3.651497583
TS_24,19,61,24,50.37521137,3.465434012
TS_24,19,61,25,53.84064538,3.123317123
TS_24,19,61,26,56.9639625,3.187088912
TS_24,19,61,27,60.15105141,3.851065768
TS_24,19,61,28,64.00211718,3.04003867
TS_24,19,61,29,67.04215585,3.925341145
TS_24,19,61,30,70.967497,4.429513403
TS_24,19,61,31,75.3970104,4.159421122
TS_24,19,61,32,79.55643152,4.224693423
TS_24,19,61,33,83.78112495,4.228444705
TS_24,19,61,34,88.00956965,4.680099019
TS_24,19,61,35,92.68966867,4.142915483
TS_24,19,61,36,96.83258415,5.13025282
TS_24,19,61,37,101.962837,5.500879449
TS_24,19,61,38,107.4637164,4.635833895
TS_24,19,61,39,112.0995503,5.040972316
TS_24,19,61,40,117.1405226,5.154261022
TS_24,19,61,41,122.2947837,5.022966164
TS_24,19,61,42,127.3177498,5.992297349
TS_24,19,61,43,133.3100472,5.230036912
TS_24,19,61,44,138.5400841,6.420693716
TS_24,19,61,45,144.9607778,6.296901421
TS_24,19,61,46,151.2576792,5.978042478
TS_24,19,61,47,157.2357217,6.119090669
TS_24,19,61,48,163.3548124,6.545236268
TS_24,19,61,49,169.9000486,7.262481324
TS_24,19,61,50,177.16253,6.443201406
TS_24,19,61,51,183.6057314,7.096674674
TS_24,19,61,52,190.702406,7.810918705
TS_24,19,61,53,198.5133247,8.841020653
TS_24,19,61,54,207.3543454,7.269983888
TS_24,19,61,55,214.6243293,7.651864362
TS_24,19,61,56,222.2761936,7.593344368
TS_24,19,61,57,229.869538,9.140372931
TS_24,19,61,58,239.0099109,8.202552512
TS_24,19,61,59,247.2124635,8.74348733
TS_24,19,61,60,255.9559508,8.56942786
TS_24,19,61,61,264.5253786,10.07369181
TS_24,19,61,62,274.5990705,8.591185294
TS_24,19,61,63,283.1902557,9.542510327
TS_24,19,61,64,292.7327661,10.82094712
TS_24,19,61,65,303.5537132,11.98984649
TS_24,19,61,66,315.5435597,12.76411103
TS_24,19,61,67,328.3076707,17.17036649
TS_24,19,61,68,345.4780372,13.40107866
TS_24,19,61,69,358.8791159,15.65484869
TS_24,19,61,70,374.5339646,14.75679186
TS_24,19,61,71,389.2907564,11.3986445
TS_24,19,61,72,400.6894009,17.38944134
TS_24,19,61,73,418.0788422,15.37200205
TS_24,19,61,74,433.4508443,15.02463337
TS_24,19,61,75,448.4754777,14.23611396
TS_24,19,61,76,462.7115916,15.71862048
TS_24,19,61,77,478.4302121,15.05614413
TS_24,19,61,78,493.4863562,14.25186934
TS_24,19,61,79,507.7382256,13.9210063
TS_24,19,61,80,521.6592319,15.11916567
TS_24,19,61,81,536.7783975,15.34049128
TS_24,19,61,82,552.1188888,15.95420097
TS_24,19,61,83,568.0730898,15.41776769
TS_24,19,61,84,583.4908575,16.76072653
TS_24,19,61,85,600.251584,14.75078981
TS_24,19,61,86,615.0023738,14.77854929
TS_24,19,61,87,629.7809231,16.02622557
TS_24,19,61,88,645.8071487,13.76720375
TS_24,19,61,89,659.5743524,14.50095445
TS_24,19,61,90,674.0753069,15.8041497
TS_24,19,61,91,689.8794566,9.74658005
TS_24,19,61,92,699.6260366,13.76645349
TS_24,19,61,93,713.3924901,15.29172462
TS_24,19,61,94,728.6842147,11.783526
TS_24,19,61,95,740.4677407,16.7337173
TS_24,19,61,96,757.201458,10.20048513
TS_24,19,61,97,767.4019432,14.39891958
TS_24,19,61,98,781.8008628,14.73353391
TS_24,19,61,99,796.5343967,15.09065593
TS_24,19,61,100,811.6250526,14.08456218
TS_24,19,61,101,825.7096148,14.67051238
TS_24,19,61,102,840.3801271,12.53378233
TS_24,19,61,103,852.9139095,16.99780753
TS_24,19,61,104,869.911717,13.2457756
TS_24,19,61,105,883.1574926,17.85685103
TS_24,19,61,106,901.0143436,18.64837147
TS_24,19,61,107,919.6627151,15.31948411
TS_24,19,61,108,934.9821992,14.7853016
TS_24,19,61,109,949.7675008,10.77518149
TS_24,19,61,110,960.5426823,11.47291988
TS_24,19,61,111,972.0156022,11.49392705
TS_24,19,61,112,983.5095292,10.4863328
TS_24,19,61,113,993.995862,11.1030435
TS_24,19,61,114,1005.098906,12.7663618
TS_24,19,61,115,1017.865267,9.772088765
TS_24,19,61,116,1027.637356,9.338440603
TS_24,19,61,117,1036.975797,"""NA"""
TS_25,15,47,1,11.10904555,1.62955676
TS_25,15,47,2,12.73860231,1.333205508
TS_25,15,47,3,14.07180782,1.958169035
TS_25,15,47,4,16.02997686,1.131386553
TS_25,15,47,5,17.16136341,1.092373224
TS_25,15,47,6,18.25373663,1.046607588
TS_25,15,47,7,19.30034422,1.475003955
TS_25,15,47,8,20.77534818,1.845630584
TS_25,15,47,9,22.62097876,2.258271569
TS_25,15,47,10,24.87925033,1.959669547
TS_25,15,47,11,26.83891988,2.120974659
TS_25,15,47,12,28.95989454,2.327295152
TS_25,15,47,13,31.28718969,2.909494068
TS_25,15,47,14,34.19668376,2.886986378
TS_25,15,47,15,37.08367013,3.05429354
TS_25,15,47,16,40.13796367,3.337890435
TS_25,15,47,17,43.47585411,3.397910942
TS_25,15,47,18,46.87376505,4.518793907
TS_25,15,47,19,51.39255896,4.429513403
TS_25,15,47,20,55.82207236,3.349894536
TS_25,15,47,21,59.1719669,3.89157961
TS_25,15,47,22,63.06354651,4.993706167
TS_25,15,47,23,68.05725267,4.490284166
TS_25,15,47,24,72.54753684,4.584066208
TS_25,15,47,25,77.13160305,4.262956496
TS_25,15,47,26,81.39455954,5.741711733
TS_25,15,47,27,87.13627128,3.875073971
TS_25,15,47,28,91.01134525,6.20086861
TS_25,15,47,29,97.21221386,4.806892339
TS_25,15,47,30,102.0191062,4.493285191
TS_25,15,47,31,106.5123914,4.10465241
TS_25,15,47,32,110.6170438,5.530889703
TS_25,15,47,33,116.1479335,5.724455837
TS_25,15,47,34,121.8723893,5.888011718
TS_25,15,47,35,127.7604011,4.683100044
TS_25,15,47,36,132.4435011,6.430447048
TS_25,15,47,37,138.8739481,5.693695327
TS_25,15,47,38,144.5676435,6.264640398
TS_25,15,47,39,150.8322839,6.949624432
TS_25,15,47,40,157.7819083,6.584249597
TS_25,15,47,41,164.3661579,6.54073473
TS_25,15,47,42,170.9068926,7.215215175
TS_25,15,47,43,178.1221078,7.401278746
TS_25,15,47,44,185.5233866,8.340599678
TS_25,15,47,45,193.8639862,9.081852937
TS_25,15,47,46,202.9458392,7.662367951
TS_25,15,47,47,210.6082071,10.84120404
TS_25,15,47,48,221.4494112,10.0669395
TS_25,15,47,49,231.5163507,8.408873004
TS_25,15,47,50,239.9252237,9.348193936
TS_25,15,47,51,249.2734176,9.015830379
TS_25,15,47,52,258.289248,9.34744368
TS_25,15,47,53,267.6366917,9.819354914
TS_25,15,47,54,277.4560466,10.15021796
TS_25,15,47,55,287.6062645,16.84400498
TS_25,15,47,56,304.4502695,15.38700718
TS_25,15,47,57,319.8372767,15.44177589
TS_25,15,47,58,335.2790526,12.51877721
TS_25,15,47,59,347.7978298,16.35558811
TS_25,15,47,60,364.1534179,10.57261227
TS_25,15,47,61,374.7260302,11.63797627
TS_25,15,47,62,386.3640064,11.28085426
TS_25,15,47,63,397.6448607,15.18968976
TS_25,15,47,64,412.8345505,15.00437645
TS_25,15,47,65,427.8389269,15.61883638
TS_25,15,47,66,443.4577633,14.07780987
TS_25,15,47,67,457.5355732,13.59539505
TS_25,15,47,68,471.1309682,13.59164377
TS_25,15,47,69,484.722612,14.91434569
TS_25,15,47,70,499.6369577,12.68833514
TS_25,15,47,71,512.3252928,14.39141702
TS_25,15,47,72,526.7167098,13.48660788
TS_25,15,47,73,540.2033177,15.24896001
TS_25,15,47,74,555.4522777,16.44561887
TS_25,15,47,75,571.8978966,13.39357609
TS_25,15,47,76,585.2914727,9.206395489
TS_25,15,47,77,594.4978682,10.49083433
TS_25,15,47,78,604.9887025,5.737210195
TS_25,15,47,79,610.7259127,16.53489937
TS_25,15,47,80,627.2608121,23.64507866
TS_25,15,47,81,650.9058907,22.22709418
TS_25,15,47,82,673.1329849,16.48988399
TS_25,15,47,83,689.6228689,22.33813212
TS_25,15,47,84,711.961001,13.9330104
TS_25,15,47,85,725.8940114,17.52148645
TS_25,15,47,86,743.4154979,15.10341028
TS_25,15,47,87,758.5189082,17.33542288
TS_25,15,47,88,775.854331,17.53724183
TS_25,15,47,89,793.3915729,20.50075436
TS_25,15,47,90,813.8923272,15.82290611
TS_25,15,47,91,829.7152333,13.55563146
TS_25,15,47,92,843.2708648,14.01703911
TS_25,15,47,93,857.2879039,13.55563146
TS_25,15,47,94,870.8435354,13.97952629
TS_25,15,47,95,884.8230617,18.70764172
TS_25,15,47,96,903.5307034,13.64941351
TS_25,15,47,97,917.1801169,11.62222089
TS_25,15,47,98,928.8023378,11.24934349
TS_25,15,47,99,940.0516813,10.30552102
TS_25,15,47,100,950.3572023,9.604781602
TS_25,15,47,101,959.9619839,6.463458327
TS_25,15,47,102,966.4254422,6.430447048
TS_25,15,47,103,972.8558893,10.95524301
TS_25,15,47,104,983.8111323,7.293241834
TS_25,15,47,105,991.1043741,7.731391534
TS_25,15,47,106,998.8357656,8.386365314
TS_25,15,47,107,1007.222131,6.625513696
TS_25,15,47,108,1013.847645,"""NA"""
TS_26,16,52,1,11.12480094,1.305446023
TS_26,16,52,2,12.43024696,1.596545481
TS_26,16,52,3,14.02679244,1.456247547
TS_26,16,52,4,15.48303999,1.204911674
TS_26,16,52,5,16.68795166,1.132887066
TS_26,16,52,6,17.82083873,1.072116303
TS_26,16,52,7,18.89295503,1.150893218
TS_26,16,52,8,20.04384825,1.312948586
TS_26,16,52,9,21.35679684,1.204161418
TS_26,16,52,10,22.56095825,1.317450125
TS_26,16,52,11,23.87840838,1.724839314
TS_26,16,52,12,25.60324769,1.693328548
TS_26,16,52,13,27.29657624,1.571036766
TS_26,16,52,14,28.86761301,1.806617255
TS_26,16,52,15,30.67423026,1.787860847
TS_26,16,52,16,32.46209111,2.064705434
TS_26,16,52,17,34.52679654,1.508015234
TS_26,16,52,18,36.03481178,2.381313608
TS_26,16,52,19,38.41612538,1.919155705
TS_26,16,52,20,40.33528109,3.368650945
TS_26,16,52,21,43.70393203,2.73918588
TS_26,16,52,22,46.44311791,3.336389922
TS_26,16,52,23,49.77950784,3.037787901
TS_26,16,52,24,52.81729574,3.350644793
TS_26,16,52,25,56.16794053,2.79020331
TS_26,16,52,26,58.95814384,3.679257068
TS_26,16,52,27,62.63740091,3.721271422
TS_26,16,52,28,66.35867233,3.835310385
TS_26,16,52,29,70.19398272,3.67475553
TS_26,16,52,30,73.86873825,4.611825692
TS_26,16,52,31,78.48056394,4.982452322
TS_26,16,52,32,83.46301626,4.59381954
TS_26,16,52,33,88.0568358,3.821055515
TS_26,16,52,34,91.87789131,4.339482642
TS_26,16,52,35,96.21737396,5.24279127
TS_26,16,52,36,101.4601652,5.086737952
TS_26,16,52,37,106.5469032,5.195525121
TS_26,16,52,38,111.7424283,5.713201992
TS_26,16,52,39,117.4556303,6.036562473
TS_26,16,52,40,123.4921928,4.938187198
TS_26,16,52,41,128.43038,5.79347942
TS_26,16,52,42,134.2238594,5.454363556
TS_26,16,52,43,139.6782229,4.539050828
TS_26,16,52,44,144.2172738,6.188864509
TS_26,16,52,45,150.4061383,5.681691226
TS_26,16,52,46,156.0878295,5.247292808
TS_26,16,52,47,161.3351223,6.636017284
TS_26,16,52,48,167.9711396,7.809418192
TS_26,16,52,49,175.7805578,7.178452615
TS_26,16,52,50,182.9590104,8.627947854
TS_26,16,52,51,191.5869583,9.016580636
TS_26,16,52,52,200.6035389,7.111679801
TS_26,16,52,53,207.7152187,8.185296616
TS_26,16,52,54,215.9005153,17.22888648
TS_26,16,52,55,233.1294018,13.61190069
TS_26,16,52,56,246.7413025,13.38907456
TS_26,16,52,57,260.130377,12.68458386
TS_26,16,52,58,272.8149609,12.64857155
TS_26,16,52,59,285.4635324,13.54962941
TS_26,16,52,60,299.0131619,12.94867409
TS_26,16,52,61,311.9618359,11.25309477
TS_26,16,52,62,323.2149307,13.61940325
TS_26,16,52,63,336.834334,12.77236385
TS_26,16,52,64,349.6066978,13.22401816
TS_26,16,52,65,362.830716,13.66366838
TS_26,16,52,66,376.4943844,13.1992597
TS_26,16,52,67,389.6936441,11.80828446
TS_26,16,52,68,401.5019285,14.68401699
TS_26,16,52,69,416.1859455,14.03354475
TS_26,16,52,70,430.2194903,12.6425695
TS_26,16,52,71,442.8620598,12.42724594
TS_26,16,52,72,455.2893057,12.95167511
TS_26,16,52,73,468.2409808,13.41533353
TS_26,16,52,74,481.6563143,12.73635155
TS_26,16,52,75,494.3926659,12.52027772
TS_26,16,52,76,506.9129436,17.54399414
TS_26,16,52,77,524.4569377,15.75313227
TS_26,16,52,78,540.21007,17.7405613
TS_26,16,52,79,557.9506313,14.68701802
TS_26,16,52,80,572.6376493,14.06055398
TS_26,16,52,81,586.6982033,14.16258884
TS_26,16,52,82,600.8607921,15.75013124
TS_26,16,52,83,616.6109234,17.54174337
TS_26,16,52,84,634.1526668,22.66224286
TS_26,16,52,85,656.8149096,15.66610253
TS_26,16,52,86,672.4810122,15.26696616
TS_26,16,52,87,687.7479783,14.51070778
TS_26,16,52,88,702.2586861,15.30447898
TS_26,16,52,89,717.5631651,12.43099722
TS_26,16,52,90,729.9941623,14.66976212
TS_26,16,52,91,744.6639244,13.93901245
TS_26,16,52,92,758.6029369,13.056711
TS_26,16,52,93,771.6596479,14.91734671
TS_26,16,52,94,786.5769946,18.20872125
TS_26,16,52,95,804.7857158,16.14926761
TS_26,16,52,96,820.9349834,15.60758254
TS_26,16,52,97,836.542566,14.53921752
TS_26,16,52,98,851.0817835,11.38063835
TS_26,16,52,99,862.4624219,13.28929046
TS_26,16,52,100,875.7517123,18.00915307
TS_26,16,52,101,893.7608654,15.57532152
TS_26,16,52,102,909.3361869,"""NA"""
TS_27,19,73,1,11.62897319,1.082619892
TS_27,19,73,2,12.71159309,1.47800498
TS_27,19,73,3,14.18959807,1.184654753
TS_27,19,73,4,15.37425282,1.670070602
TS_27,19,73,5,17.04432342,1.529772667
TS_27,19,73,6,18.57409609,1.676072653
TS_27,19,73,7,20.25016874,1.083370148
TS_27,19,73,8,21.33353889,1.28143782
TS_27,19,73,9,22.61497671,1.181653728
TS_27,19,73,10,23.79663044,1.231170646
TS_27,19,73,11,25.02780108,1.47800498
TS_27,19,73,12,26.50580606,1.625055222
TS_27,19,73,13,28.13086129,1.378971144
TS_27,19,73,14,29.50983243,1.772105464
TS_27,19,73,15,31.28193789,2.019690054
TS_27,19,73,16,33.30162795,2.316041307
TS_27,19,73,17,35.61766925,3.104560715
TS_27,19,73,18,38.72222997,2.314540794
TS_27,19,73,19,41.03677076,2.268024901
TS_27,19,73,20,43.30479566,3.187088912
TS_27,19,73,21,46.49188458,3.072299692
TS_27,19,73,22,49.56418427,3.015280211
TS_27,19,73,23,52.57946448,3.305629413
TS_27,19,73,24,55.88509389,4.092648308
TS_27,19,73,25,59.9777422,3.526955031
TS_27,19,73,26,63.50469723,3.194591475
TS_27,19,73,27,66.69928871,3.925341145
TS_27,19,73,28,70.62462985,3.637242713
TS_27,19,73,29,74.26187256,4.039380108
TS_27,19,73,30,78.30125267,3.616235535
TS_27,19,73,31,81.91748821,4.667344661
TS_27,19,73,32,86.58483287,4.103902153
TS_27,19,73,33,90.68873502,5.31031434
TS_27,19,73,34,95.99904936,5.145257946
TS_27,19,73,35,101.1443073,5.306563058
TS_27,19,73,36,106.4508704,4.785134906
TS_27,19,73,37,111.2360053,5.170016405
TS_27,19,73,38,116.4060217,5.609666618
TS_27,19,73,39,122.0156883,6.319409111
TS_27,19,73,40,128.3350974,6.338165519
TS_27,19,73,41,134.6732629,5.757467116
TS_27,19,73,42,140.43073,4.772380548
TS_27,19,73,43,145.2031106,4.504539036
TS_27,19,73,44,149.7076496,4.634333382
TS_27,19,73,45,154.341983,5.611917387
TS_27,19,73,46,159.9539004,6.053068112
TS_27,19,73,47,166.0069685,6.056069137
TS_27,19,73,48,172.0630376,6.240632196
TS_27,19,73,49,178.3036698,6.225627069
TS_27,19,73,50,184.5292969,7.168699282
TS_27,19,73,51,191.6979962,6.69003574
TS_27,19,73,52,198.3880319,7.794413066
TS_27,19,73,53,206.182445,8.396118647
TS_27,19,73,54,214.5785636,8.563425809
TS_27,19,73,55,223.1419895,8.10276842
TS_27,19,73,56,231.2447579,8.494402226
TS_27,19,73,57,239.7391601,8.459890435
TS_27,19,73,58,248.1990505,9.871872858
TS_27,19,73,59,258.0709234,9.649796983
TS_27,19,73,60,267.7207204,8.045748938
TS_27,19,73,61,275.7664693,11.49842859
TS_27,19,73,62,287.2648979,9.419468288
TS_27,19,73,63,296.6843662,11.54569474
TS_27,19,73,64,308.2300609,9.88987901
TS_27,19,73,65,318.1199399,9.614534935
TS_27,19,73,66,327.7344749,11.3281204
TS_27,19,73,67,339.0625953,11.15030965
TS_27,19,73,68,350.2129049,10.44056716
TS_27,19,73,69,360.6534721,10.84420507
TS_27,19,73,70,371.4976772,8.917546799
TS_27,19,73,71,380.415224,11.45641424
TS_27,19,73,72,391.8716382,11.68224139
TS_27,19,73,73,403.5538796,14.82281441
TS_27,19,73,74,418.376694,11.27860349
TS_27,19,73,75,429.6552975,11.77602344
TS_27,19,73,76,441.4313209,12.2456839
TS_27,19,73,77,453.6770048,11.10454402
TS_27,19,73,78,464.7815489,10.9072266
TS_27,19,73,79,475.6887755,11.93207675
TS_27,19,73,80,487.6208522,8.173292515
TS_27,19,73,81,495.7941447,14.625497
TS_27,19,73,82,510.4196417,12.67783155
TS_27,19,73,83,523.0974733,16.1530189
TS_27,19,73,84,539.2504922,14.83481851
TS_27,19,73,85,554.0853107,13.51736839
TS_27,19,73,86,567.6026791,14.23011191
TS_27,19,73,87,581.832791,14.82731595
TS_27,19,73,88,596.6601069,12.72059616
TS_27,19,73,89,609.3807031,13.24127406
TS_27,19,73,90,622.6219771,15.27596924
TS_27,19,73,91,637.8979464,16.39085015
TS_27,19,73,92,654.2887965,14.50320521
TS_27,19,73,93,668.7920018,15.65409843
TS_27,19,73,94,684.4461002,13.57963967
TS_27,19,73,95,698.0257399,14.50020419
TS_27,19,73,96,712.525944,15.41776769
TS_27,19,73,97,727.9437117,11.74151164
TS_27,19,73,98,739.6852234,15.65484869
TS_27,19,73,99,755.3400721,13.3470602
TS_27,19,73,100,768.6871323,13.89324681
TS_27,19,73,101,782.5803791,14.89333851
TS_27,19,73,102,797.4737176,18.15620331
TS_27,19,73,103,815.6299209,11.83529369
TS_27,19,73,104,827.4652146,13.46785147
TS_27,19,73,105,840.9330661,15.30147796
